precinct,method,candidate,votes
East Norriton 2-3,Election Day,UnresolvedWrite-In,1
East Norriton 2-3,Mail-in,UnresolvedWrite-In,1
East Norriton 2-3,Provisional,UnresolvedWrite-In,0
East Norriton 2-3,Total,UnresolvedWrite-In,2
East Norriton 2-4,Election Day,UnresolvedWrite-In,****
East Norriton 2-4,Mail-in,UnresolvedWrite-In,****
East Norriton 2-4,Provisional,UnresolvedWrite-In,****
East Norriton 2-4,Total,UnresolvedWrite-In,0
Horsham 2-4,Election Day,UnresolvedWrite-In,****
Horsham 2-4,Mail-in,UnresolvedWrite-In,****
Horsham 2-4,Provisional,UnresolvedWrite-In,****
Horsham 2-4,Total,UnresolvedWrite-In,2
Horsham 3-3,Election Day,UnresolvedWrite-In,1
Horsham 3-3,Mail-in,UnresolvedWrite-In,0
Horsham 3-3,Provisional,UnresolvedWrite-In,0
Horsham 3-3,Total,UnresolvedWrite-In,1
Horsham 4-1,Election Day,UnresolvedWrite-In,****
Horsham 4-1,Mail-in,UnresolvedWrite-In,****
Horsham 4-1,Provisional,UnresolvedWrite-In,****
Horsham 4-1,Total,UnresolvedWrite-In,0
Limerick 1,Election Day,UnresolvedWrite-In,4
Limerick 1,Mail-in,UnresolvedWrite-In,1
Limerick 1,Provisional,UnresolvedWrite-In,0
Limerick 1,Total,UnresolvedWrite-In,5
