precinct,method,candidate,votes
Pottstown 2-2,Election Day,CHASE OLIVER(LIB),****
Pottstown 2-2,Election Day,JILL STEIN (GRE),****
Pottstown 2-2,Election Day,Carol AshwerQualified Write In,****
Pottstown 2-2,Election Day,Shiva AyyaduraiQualified Write In,****
Pottstown 2-2,Election Day,Doug BellQualified Write In,****
Pottstown 2-2,Election Day,Jay J. BowmanQualified Write In,****
Pottstown 2-2,Mail-in,CHASE OLIVER(LIB),****
Pottstown 2-2,Mail-in,JILL STEIN (GRE),****
Pottstown 2-2,Mail-in,Carol AshwerQualified Write In,****
Pottstown 2-2,Mail-in,Shiva AyyaduraiQualified Write In,****
Pottstown 2-2,Mail-in,Doug BellQualified Write In,****
Pottstown 2-2,Mail-in,Jay J. BowmanQualified Write In,****
Pottstown 2-2,Provisional,CHASE OLIVER(LIB),****
Pottstown 2-2,Provisional,JILL STEIN (GRE),****
Pottstown 2-2,Provisional,Carol AshwerQualified Write In,****
Pottstown 2-2,Provisional,Shiva AyyaduraiQualified Write In,****
Pottstown 2-2,Provisional,Doug BellQualified Write In,****
Pottstown 2-2,Provisional,Jay J. BowmanQualified Write In,****
Pottstown 2-2,Total,CHASE OLIVER(LIB),7
Pottstown 2-2,Total,JILL STEIN (GRE),4
Pottstown 2-2,Total,Carol AshwerQualified Write In,0
Pottstown 2-2,Total,Shiva AyyaduraiQualified Write In,0
Pottstown 2-2,Total,Doug BellQualified Write In,0
Pottstown 2-2,Total,Jay J. BowmanQualified Write In,0
Pottstown 3,Election Day,CHASE OLIVER(LIB),5
Pottstown 3,Election Day,JILL STEIN (GRE),4
Pottstown 3,Election Day,Carol AshwerQualified Write In,0
Pottstown 3,Election Day,Shiva AyyaduraiQualified Write In,0
Pottstown 3,Election Day,Doug BellQualified Write In,0
Pottstown 3,Election Day,Jay J. BowmanQualified Write In,0
Pottstown 3,Mail-in,CHASE OLIVER(LIB),0
Pottstown 3,Mail-in,JILL STEIN (GRE),1
Pottstown 3,Mail-in,Carol AshwerQualified Write In,0
Pottstown 3,Mail-in,Shiva AyyaduraiQualified Write In,0
Pottstown 3,Mail-in,Doug BellQualified Write In,0
Pottstown 3,Mail-in,Jay J. BowmanQualified Write In,0
Pottstown 3,Provisional,CHASE OLIVER(LIB),0
Pottstown 3,Provisional,JILL STEIN (GRE),0
Pottstown 3,Provisional,Carol AshwerQualified Write In,0
Pottstown 3,Provisional,Shiva AyyaduraiQualified Write In,0
