precinct,method,candidate,votes
East Greenville,Election Day,Shondra IrvingQualified Write In,0
East Greenville,Election Day,Perry JonesQualified Write In,0
East Greenville,Election Day,Rich MarinQualified Write In,0
East Greenville,Election Day,Andre Ramon McNeil Sr.Qualified Write In,0
East Greenville,Election Day,William Cody NalbachQualified Write In,0
East Greenville,Election Day,Sethatina NewmanQualified Write In,0
East Greenville,Election Day,William PetersonQualified Write In,0
East Greenville,Mail-in,Shondra IrvingQualified Write In,0
East Greenville,Mail-in,Perry JonesQualified Write In,0
East Greenville,Mail-in,Rich MarinQualified Write In,0
East Greenville,Mail-in,Andre Ramon McNeil Sr.Qualified Write In,0
East Greenville,Mail-in,William Cody NalbachQualified Write In,0
East Greenville,Mail-in,Sethatina NewmanQualified Write In,0
East Greenville,Mail-in,William PetersonQualified Write In,0
East Greenville,Provisional,Shondra IrvingQualified Write In,0
East Greenville,Provisional,Perry JonesQualified Write In,0
East Greenville,Provisional,Rich MarinQualified Write In,0
East Greenville,Provisional,Andre Ramon McNeil Sr.Qualified Write In,0
East Greenville,Provisional,William Cody NalbachQualified Write In,0
East Greenville,Provisional,Sethatina NewmanQualified Write In,0
East Greenville,Provisional,William PetersonQualified Write In,0
East Greenville,Total,Shondra IrvingQualified Write In,0
East Greenville,Total,Perry JonesQualified Write In,0
East Greenville,Total,Rich MarinQualified Write In,0
East Greenville,Total,Andre Ramon McNeil Sr.Qualified Write In,0
East Greenville,Total,William Cody NalbachQualified Write In,0
East Greenville,Total,Sethatina NewmanQualified Write In,0
East Greenville,Total,William PetersonQualified Write In,0
Green Lane,Election Day,Shondra IrvingQualified Write In,****
Green Lane,Election Day,Perry JonesQualified Write In,****
Green Lane,Election Day,Rich MarinQualified Write In,****
Green Lane,Election Day,Andre Ramon McNeil Sr.Qualified Write In,****
Green Lane,Election Day,William Cody NalbachQualified Write In,****
Green Lane,Election Day,Sethatina NewmanQualified Write In,****
Green Lane,Election Day,William PetersonQualified Write In,****
Green Lane,Mail-in,Shondra IrvingQualified Write In,****
Green Lane,Mail-in,Perry JonesQualified Write In,****
Green Lane,Mail-in,Rich MarinQualified Write In,****
Green Lane,Mail-in,Andre Ramon McNeil Sr.Qualified Write In,****
Green Lane,Mail-in,William Cody NalbachQualified Write In,****
Green Lane,Mail-in,Sethatina NewmanQualified Write In,****
Green Lane,Mail-in,William PetersonQualified Write In,****
Green Lane,Provisional,Shondra IrvingQualified Write In,****
Green Lane,Provisional,Perry JonesQualified Write In,****
Green Lane,Provisional,Rich MarinQualified Write In,****
Green Lane,Provisional,Andre Ramon McNeil Sr.Qualified Write In,****
Green Lane,Provisional,William Cody NalbachQualified Write In,****
Green Lane,Provisional,Sethatina NewmanQualified Write In,****
Green Lane,Provisional,William PetersonQualified Write In,****
Green Lane,Total,Shondra IrvingQualified Write In,0
Green Lane,Total,Perry JonesQualified Write In,0
Green Lane,Total,Rich MarinQualified Write In,0
Green Lane,Total,Andre Ramon McNeil Sr.Qualified Write In,0
Green Lane,Total,William Cody NalbachQualified Write In,0
Green Lane,Total,Sethatina NewmanQualified Write In,0
Green Lane,Total,William PetersonQualified Write In,0
Hatboro North 1,Election Day,Shondra IrvingQualified Write In,****
Hatboro North 1,Election Day,Perry JonesQualified Write In,****
Hatboro North 1,Election Day,Rich MarinQualified Write In,****
Hatboro North 1,Election Day,Andre Ramon McNeil Sr.Qualified Write In,****
Hatboro North 1,Election Day,William Cody NalbachQualified Write In,****
Hatboro North 1,Election Day,Sethatina NewmanQualified Write In,****
Hatboro North 1,Election Day,William PetersonQualified Write In,****
Hatboro North 1,Mail-in,Shondra IrvingQualified Write In,****
Hatboro North 1,Mail-in,Perry JonesQualified Write In,****
Hatboro North 1,Mail-in,Rich MarinQualified Write In,****
Hatboro North 1,Mail-in,Andre Ramon McNeil Sr.Qualified Write In,****
Hatboro North 1,Mail-in,William Cody NalbachQualified Write In,****
Hatboro North 1,Mail-in,Sethatina NewmanQualified Write In,****
Hatboro North 1,Mail-in,William PetersonQualified Write In,****
Hatboro North 1,Provisional,Shondra IrvingQualified Write In,****
Hatboro North 1,Provisional,Perry JonesQualified Write In,****
Hatboro North 1,Provisional,Rich MarinQualified Write In,****
Hatboro North 1,Provisional,Andre Ramon McNeil Sr.Qualified Write In,****
Hatboro North 1,Provisional,William Cody NalbachQualified Write In,****
Hatboro North 1,Provisional,Sethatina NewmanQualified Write In,****
Hatboro North 1,Provisional,William PetersonQualified Write In,****
Hatboro North 1,Total,Shondra IrvingQualified Write In,0
Hatboro North 1,Total,Perry JonesQualified Write In,0
Hatboro North 1,Total,Rich MarinQualified Write In,0
Hatboro North 1,Total,Andre Ramon McNeil Sr.Qualified Write In,0
Hatboro North 1,Total,William Cody NalbachQualified Write In,0
Hatboro North 1,Total,Sethatina NewmanQualified Write In,0
Hatboro North 1,Total,William PetersonQualified Write In,0
Hatboro North 2,Election Day,Shondra IrvingQualified Write In,0
Hatboro North 2,Election Day,Perry JonesQualified Write In,0
Hatboro North 2,Election Day,Rich MarinQualified Write In,0
Hatboro North 2,Election Day,Andre Ramon McNeil Sr.Qualified Write In,0
Hatboro North 2,Election Day,William Cody NalbachQualified Write In,0
Hatboro North 2,Election Day,Sethatina NewmanQualified Write In,0
Hatboro North 2,Election Day,William PetersonQualified Write In,0
Hatboro North 2,Mail-in,Shondra IrvingQualified Write In,0
Hatboro North 2,Mail-in,Perry JonesQualified Write In,0
Hatboro North 2,Mail-in,Rich MarinQualified Write In,0
Hatboro North 2,Mail-in,Andre Ramon McNeil Sr.Qualified Write In,0
Hatboro North 2,Mail-in,William Cody NalbachQualified Write In,0
Hatboro North 2,Mail-in,Sethatina NewmanQualified Write In,0
Hatboro North 2,Mail-in,William PetersonQualified Write In,0
Hatboro North 2,Provisional,Shondra IrvingQualified Write In,0
Hatboro North 2,Provisional,Perry JonesQualified Write In,0
Hatboro North 2,Provisional,Rich MarinQualified Write In,0
Hatboro North 2,Provisional,Andre Ramon McNeil Sr.Qualified Write In,0
Hatboro North 2,Provisional,William Cody NalbachQualified Write In,0
Hatboro North 2,Provisional,Sethatina NewmanQualified Write In,0
Hatboro North 2,Provisional,William PetersonQualified Write In,0
Hatboro North 2,Total,Shondra IrvingQualified Write In,0
Hatboro North 2,Total,Perry JonesQualified Write In,0
Hatboro North 2,Total,Rich MarinQualified Write In,0
Hatboro North 2,Total,Andre Ramon McNeil Sr.Qualified Write In,0
Hatboro North 2,Total,William Cody NalbachQualified Write In,0
Hatboro North 2,Total,Sethatina NewmanQualified Write In,0
Hatboro North 2,Total,William PetersonQualified Write In,0
Hatboro South 1,Election Day,Shondra IrvingQualified Write In,****
Hatboro South 1,Election Day,Perry JonesQualified Write In,****
Hatboro South 1,Election Day,Rich MarinQualified Write In,****
Hatboro South 1,Election Day,Andre Ramon McNeil Sr.Qualified Write In,****
Hatboro South 1,Election Day,William Cody NalbachQualified Write In,****
Hatboro South 1,Election Day,Sethatina NewmanQualified Write In,****
Hatboro South 1,Election Day,William PetersonQualified Write In,****
Hatboro South 1,Mail-in,Shondra IrvingQualified Write In,****
Hatboro South 1,Mail-in,Perry JonesQualified Write In,****
Hatboro South 1,Mail-in,Rich MarinQualified Write In,****
Hatboro South 1,Mail-in,Andre Ramon McNeil Sr.Qualified Write In,****
Hatboro South 1,Mail-in,William Cody NalbachQualified Write In,****
Hatboro South 1,Mail-in,Sethatina NewmanQualified Write In,****
Hatboro South 1,Mail-in,William PetersonQualified Write In,****
Hatboro South 1,Provisional,Shondra IrvingQualified Write In,****
Hatboro South 1,Provisional,Perry JonesQualified Write In,****
Hatboro South 1,Provisional,Rich MarinQualified Write In,****
Hatboro South 1,Provisional,Andre Ramon McNeil Sr.Qualified Write In,****
Hatboro South 1,Provisional,William Cody NalbachQualified Write In,****
Hatboro South 1,Provisional,Sethatina NewmanQualified Write In,****
Hatboro South 1,Provisional,William PetersonQualified Write In,****
Hatboro South 1,Total,Shondra IrvingQualified Write In,0
Hatboro South 1,Total,Perry JonesQualified Write In,0
Hatboro South 1,Total,Rich MarinQualified Write In,0
Hatboro South 1,Total,Andre Ramon McNeil Sr.Qualified Write In,0
Hatboro South 1,Total,William Cody NalbachQualified Write In,0
Hatboro South 1,Total,Sethatina NewmanQualified Write In,0
Hatboro South 1,Total,William PetersonQualified Write In,0
Hatboro South 2,Election Day,Shondra IrvingQualified Write In,****
Hatboro South 2,Election Day,Perry JonesQualified Write In,****
Hatboro South 2,Election Day,Rich MarinQualified Write In,****
Hatboro South 2,Election Day,Andre Ramon McNeil Sr.Qualified Write In,****
Hatboro South 2,Election Day,William Cody NalbachQualified Write In,****
Hatboro South 2,Election Day,Sethatina NewmanQualified Write In,****
Hatboro South 2,Election Day,William PetersonQualified Write In,****
Hatboro South 2,Mail-in,Shondra IrvingQualified Write In,****
Hatboro South 2,Mail-in,Perry JonesQualified Write In,****
Hatboro South 2,Mail-in,Rich MarinQualified Write In,****
Hatboro South 2,Mail-in,Andre Ramon McNeil Sr.Qualified Write In,****
Hatboro South 2,Mail-in,William Cody NalbachQualified Write In,****
Hatboro South 2,Mail-in,Sethatina NewmanQualified Write In,****
Hatboro South 2,Mail-in,William PetersonQualified Write In,****
Hatboro South 2,Provisional,Shondra IrvingQualified Write In,****
Hatboro South 2,Provisional,Perry JonesQualified Write In,****
Hatboro South 2,Provisional,Rich MarinQualified Write In,****
Hatboro South 2,Provisional,Andre Ramon McNeil Sr.Qualified Write In,****
Hatboro South 2,Provisional,William Cody NalbachQualified Write In,****
Hatboro South 2,Provisional,Sethatina NewmanQualified Write In,****
Hatboro South 2,Provisional,William PetersonQualified Write In,****
Hatboro South 2,Total,Shondra IrvingQualified Write In,0
Hatboro South 2,Total,Perry JonesQualified Write In,0
Hatboro South 2,Total,Rich MarinQualified Write In,0
Hatboro South 2,Total,Andre Ramon McNeil Sr.Qualified Write In,0
Hatboro South 2,Total,William Cody NalbachQualified Write In,0
Hatboro South 2,Total,Sethatina NewmanQualified Write In,0
Hatboro South 2,Total,William PetersonQualified Write In,0
