precinct,method,candidate,votes
Springfield 5-2,Election Day,CHASE OLIVER(LIB),****
Springfield 5-2,Election Day,JILL STEIN (GRE),****
Springfield 5-2,Election Day,Carol AshwerQualified Write In,****
Springfield 5-2,Election Day,Shiva AyyaduraiQualified Write In,****
Springfield 5-2,Election Day,Doug BellQualified Write In,****
Springfield 5-2,Election Day,Jay J. BowmanQualified Write In,****
Springfield 5-2,Mail-in,CHASE OLIVER(LIB),****
Springfield 5-2,Mail-in,JILL STEIN (GRE),****
Springfield 5-2,Mail-in,Carol AshwerQualified Write In,****
Springfield 5-2,Mail-in,Shiva AyyaduraiQualified Write In,****
Springfield 5-2,Mail-in,Doug BellQualified Write In,****
Springfield 5-2,Mail-in,Jay J. BowmanQualified Write In,****
Springfield 5-2,Provisional,CHASE OLIVER(LIB),****
Springfield 5-2,Provisional,JILL STEIN (GRE),****
Springfield 5-2,Provisional,Carol AshwerQualified Write In,****
Springfield 5-2,Provisional,Shiva AyyaduraiQualified Write In,****
Springfield 5-2,Provisional,Doug BellQualified Write In,****
Springfield 5-2,Provisional,Jay J. BowmanQualified Write In,****
Springfield 5-2,Total,CHASE OLIVER(LIB),5
Springfield 5-2,Total,JILL STEIN (GRE),5
Springfield 5-2,Total,Carol AshwerQualified Write In,0
Springfield 5-2,Total,Shiva AyyaduraiQualified Write In,0
Springfield 5-2,Total,Doug BellQualified Write In,0
Springfield 5-2,Total,Jay J. BowmanQualified Write In,0
Springfield 6-1,Election Day,CHASE OLIVER(LIB),****
Springfield 6-1,Election Day,JILL STEIN (GRE),****
Springfield 6-1,Election Day,Carol AshwerQualified Write In,****
Springfield 6-1,Election Day,Shiva AyyaduraiQualified Write In,****
Springfield 6-1,Election Day,Doug BellQualified Write In,****
Springfield 6-1,Election Day,Jay J. BowmanQualified Write In,****
Springfield 6-1,Mail-in,CHASE OLIVER(LIB),****
Springfield 6-1,Mail-in,JILL STEIN (GRE),****
Springfield 6-1,Mail-in,Carol AshwerQualified Write In,****
Springfield 6-1,Mail-in,Shiva AyyaduraiQualified Write In,****
Springfield 6-1,Mail-in,Doug BellQualified Write In,****
Springfield 6-1,Mail-in,Jay J. BowmanQualified Write In,****
Springfield 6-1,Provisional,CHASE OLIVER(LIB),****
Springfield 6-1,Provisional,JILL STEIN (GRE),****
Springfield 6-1,Provisional,Carol AshwerQualified Write In,****
Springfield 6-1,Provisional,Shiva AyyaduraiQualified Write In,****
Springfield 6-1,Provisional,Doug BellQualified Write In,****
Springfield 6-1,Provisional,Jay J. BowmanQualified Write In,****
Springfield 6-1,Total,CHASE OLIVER(LIB),3
Springfield 6-1,Total,JILL STEIN (GRE),2
Springfield 6-1,Total,Carol AshwerQualified Write In,0
Springfield 6-1,Total,Shiva AyyaduraiQualified Write In,0
Springfield 6-1,Total,Doug BellQualified Write In,0
Springfield 6-1,Total,Jay J. BowmanQualified Write In,0
Springfield 6-2,Election Day,CHASE OLIVER(LIB),****
Springfield 6-2,Election Day,JILL STEIN (GRE),****
Springfield 6-2,Election Day,Carol AshwerQualified Write In,****
Springfield 6-2,Election Day,Shiva AyyaduraiQualified Write In,****
Springfield 6-2,Election Day,Doug BellQualified Write In,****
Springfield 6-2,Election Day,Jay J. BowmanQualified Write In,****
Springfield 6-2,Mail-in,CHASE OLIVER(LIB),****
Springfield 6-2,Mail-in,JILL STEIN (GRE),****
Springfield 6-2,Mail-in,Carol AshwerQualified Write In,****
Springfield 6-2,Mail-in,Shiva AyyaduraiQualified Write In,****
Springfield 6-2,Mail-in,Doug BellQualified Write In,****
Springfield 6-2,Mail-in,Jay J. BowmanQualified Write In,****
Springfield 6-2,Provisional,CHASE OLIVER(LIB),****
Springfield 6-2,Provisional,JILL STEIN (GRE),****
Springfield 6-2,Provisional,Carol AshwerQualified Write In,****
Springfield 6-2,Provisional,Shiva AyyaduraiQualified Write In,****
Springfield 6-2,Provisional,Doug BellQualified Write In,****
Springfield 6-2,Provisional,Jay J. BowmanQualified Write In,****
Springfield 6-2,Total,CHASE OLIVER(LIB),8
Springfield 6-2,Total,JILL STEIN (GRE),3
Springfield 6-2,Total,Carol AshwerQualified Write In,0
Springfield 6-2,Total,Shiva AyyaduraiQualified Write In,0
Springfield 6-2,Total,Doug BellQualified Write In,0
Springfield 6-2,Total,Jay J. BowmanQualified Write In,0
Springfield 7-1,Election Day,CHASE OLIVER(LIB),****
Springfield 7-1,Election Day,JILL STEIN (GRE),****
Springfield 7-1,Election Day,Carol AshwerQualified Write In,****
Springfield 7-1,Election Day,Shiva AyyaduraiQualified Write In,****
Springfield 7-1,Election Day,Doug BellQualified Write In,****
Springfield 7-1,Election Day,Jay J. BowmanQualified Write In,****
Springfield 7-1,Mail-in,CHASE OLIVER(LIB),****
Springfield 7-1,Mail-in,JILL STEIN (GRE),****
Springfield 7-1,Mail-in,Carol AshwerQualified Write In,****
Springfield 7-1,Mail-in,Shiva AyyaduraiQualified Write In,****
Springfield 7-1,Mail-in,Doug BellQualified Write In,****
Springfield 7-1,Mail-in,Jay J. BowmanQualified Write In,****
Springfield 7-1,Provisional,CHASE OLIVER(LIB),****
Springfield 7-1,Provisional,JILL STEIN (GRE),****
Springfield 7-1,Provisional,Carol AshwerQualified Write In,****
Springfield 7-1,Provisional,Shiva AyyaduraiQualified Write In,****
Springfield 7-1,Provisional,Doug BellQualified Write In,****
Springfield 7-1,Provisional,Jay J. BowmanQualified Write In,****
Springfield 7-1,Total,CHASE OLIVER(LIB),1
Springfield 7-1,Total,JILL STEIN (GRE),4
Springfield 7-1,Total,Carol AshwerQualified Write In,0
Springfield 7-1,Total,Shiva AyyaduraiQualified Write In,0
Springfield 7-1,Total,Doug BellQualified Write In,0
Springfield 7-1,Total,Jay J. BowmanQualified Write In,0
Springfield 7-2,Election Day,CHASE OLIVER(LIB),****
Springfield 7-2,Election Day,JILL STEIN (GRE),****
Springfield 7-2,Election Day,Carol AshwerQualified Write In,****
Springfield 7-2,Election Day,Shiva AyyaduraiQualified Write In,****
Springfield 7-2,Election Day,Doug BellQualified Write In,****
Springfield 7-2,Election Day,Jay J. BowmanQualified Write In,****
Springfield 7-2,Mail-in,CHASE OLIVER(LIB),****
Springfield 7-2,Mail-in,JILL STEIN (GRE),****
Springfield 7-2,Mail-in,Carol AshwerQualified Write In,****
Springfield 7-2,Mail-in,Shiva AyyaduraiQualified Write In,****
Springfield 7-2,Mail-in,Doug BellQualified Write In,****
Springfield 7-2,Mail-in,Jay J. BowmanQualified Write In,****
Springfield 7-2,Provisional,CHASE OLIVER(LIB),****
Springfield 7-2,Provisional,JILL STEIN (GRE),****
Springfield 7-2,Provisional,Carol AshwerQualified Write In,****
Springfield 7-2,Provisional,Shiva AyyaduraiQualified Write In,****
Springfield 7-2,Provisional,Doug BellQualified Write In,****
Springfield 7-2,Provisional,Jay J. BowmanQualified Write In,****
Springfield 7-2,Total,CHASE OLIVER(LIB),5
Springfield 7-2,Total,JILL STEIN (GRE),6
