precinct,method,candidate,votes
Pottstown 7-2,Election Day,CHASE OLIVER(LIB),****
Pottstown 7-2,Election Day,JILL STEIN (GRE),****
Pottstown 7-2,Election Day,Carol AshwerQualified Write In,****
Pottstown 7-2,Election Day,Shiva AyyaduraiQualified Write In,****
Pottstown 7-2,Election Day,Doug BellQualified Write In,****
Pottstown 7-2,Election Day,Jay J. BowmanQualified Write In,****
Pottstown 7-2,Mail-in,CHASE OLIVER(LIB),****
Pottstown 7-2,Mail-in,JILL STEIN (GRE),****
Pottstown 7-2,Mail-in,Carol AshwerQualified Write In,****
Pottstown 7-2,Mail-in,Shiva AyyaduraiQualified Write In,****
Pottstown 7-2,Mail-in,Doug BellQualified Write In,****
Pottstown 7-2,Mail-in,Jay J. BowmanQualified Write In,****
Pottstown 7-2,Provisional,CHASE OLIVER(LIB),****
Pottstown 7-2,Provisional,JILL STEIN (GRE),****
Pottstown 7-2,Provisional,Carol AshwerQualified Write In,****
Pottstown 7-2,Provisional,Shiva AyyaduraiQualified Write In,****
Pottstown 7-2,Provisional,Doug BellQualified Write In,****
Pottstown 7-2,Provisional,Jay J. BowmanQualified Write In,****
Pottstown 7-2,Total,CHASE OLIVER(LIB),0
Pottstown 7-2,Total,JILL STEIN (GRE),8
Pottstown 7-2,Total,Carol AshwerQualified Write In,0
Pottstown 7-2,Total,Shiva AyyaduraiQualified Write In,0
Pottstown 7-2,Total,Doug BellQualified Write In,0
Pottstown 7-2,Total,Jay J. BowmanQualified Write In,0
Red Hill,Election Day,CHASE OLIVER(LIB),5
Red Hill,Election Day,JILL STEIN (GRE),5
Red Hill,Election Day,Carol AshwerQualified Write In,0
Red Hill,Election Day,Shiva AyyaduraiQualified Write In,0
Red Hill,Election Day,Doug BellQualified Write In,0
Red Hill,Election Day,Jay J. BowmanQualified Write In,0
Red Hill,Mail-in,CHASE OLIVER(LIB),2
Red Hill,Mail-in,JILL STEIN (GRE),0
Red Hill,Mail-in,Carol AshwerQualified Write In,0
Red Hill,Mail-in,Shiva AyyaduraiQualified Write In,0
Red Hill,Mail-in,Doug BellQualified Write In,0
Red Hill,Mail-in,Jay J. BowmanQualified Write In,0
Red Hill,Provisional,CHASE OLIVER(LIB),0
Red Hill,Provisional,JILL STEIN (GRE),1
Red Hill,Provisional,Carol AshwerQualified Write In,0
Red Hill,Provisional,Shiva AyyaduraiQualified Write In,0
Red Hill,Provisional,Doug BellQualified Write In,0
Red Hill,Provisional,Jay J. BowmanQualified Write In,0
Red Hill,Total,CHASE OLIVER(LIB),7
Red Hill,Total,JILL STEIN (GRE),6
Red Hill,Total,Carol AshwerQualified Write In,0
Red Hill,Total,Shiva AyyaduraiQualified Write In,0
Red Hill,Total,Doug BellQualified Write In,0
Red Hill,Total,Jay J. BowmanQualified Write In,0
Rockledge,Election Day,CHASE OLIVER(LIB),****
Rockledge,Election Day,JILL STEIN (GRE),****
Rockledge,Election Day,Carol AshwerQualified Write In,****
Rockledge,Election Day,Shiva AyyaduraiQualified Write In,****
Rockledge,Election Day,Doug BellQualified Write In,****
Rockledge,Election Day,Jay J. BowmanQualified Write In,****
Rockledge,Mail-in,CHASE OLIVER(LIB),****
Rockledge,Mail-in,JILL STEIN (GRE),****
Rockledge,Mail-in,Carol AshwerQualified Write In,****
Rockledge,Mail-in,Shiva AyyaduraiQualified Write In,****
Rockledge,Mail-in,Doug BellQualified Write In,****
Rockledge,Mail-in,Jay J. BowmanQualified Write In,****
Rockledge,Provisional,CHASE OLIVER(LIB),****
Rockledge,Provisional,JILL STEIN (GRE),****
Rockledge,Provisional,Carol AshwerQualified Write In,****
Rockledge,Provisional,Shiva AyyaduraiQualified Write In,****
Rockledge,Provisional,Doug BellQualified Write In,****
Rockledge,Provisional,Jay J. BowmanQualified Write In,****
Rockledge,Total,CHASE OLIVER(LIB),8
Rockledge,Total,JILL STEIN (GRE),6
Rockledge,Total,Carol AshwerQualified Write In,0
Rockledge,Total,Shiva AyyaduraiQualified Write In,0
Rockledge,Total,Doug BellQualified Write In,0
Rockledge,Total,Jay J. BowmanQualified Write In,0
Royersford 1,Election Day,CHASE OLIVER(LIB),****
Royersford 1,Election Day,JILL STEIN (GRE),****
Royersford 1,Election Day,Carol AshwerQualified Write In,****
Royersford 1,Election Day,Shiva AyyaduraiQualified Write In,****
Royersford 1,Election Day,Doug BellQualified Write In,****
Royersford 1,Election Day,Jay J. BowmanQualified Write In,****
Royersford 1,Mail-in,CHASE OLIVER(LIB),****
Royersford 1,Mail-in,JILL STEIN (GRE),****
Royersford 1,Mail-in,Carol AshwerQualified Write In,****
Royersford 1,Mail-in,Shiva AyyaduraiQualified Write In,****
Royersford 1,Mail-in,Doug BellQualified Write In,****
Royersford 1,Mail-in,Jay J. BowmanQualified Write In,****
Royersford 1,Provisional,CHASE OLIVER(LIB),****
Royersford 1,Provisional,JILL STEIN (GRE),****
Royersford 1,Provisional,Carol AshwerQualified Write In,****
Royersford 1,Provisional,Shiva AyyaduraiQualified Write In,****
Royersford 1,Provisional,Doug BellQualified Write In,****
Royersford 1,Provisional,Jay J. BowmanQualified Write In,****
Royersford 1,Total,CHASE OLIVER(LIB),6
Royersford 1,Total,JILL STEIN (GRE),12
Royersford 1,Total,Carol AshwerQualified Write In,0
Royersford 1,Total,Shiva AyyaduraiQualified Write In,0
Royersford 1,Total,Doug BellQualified Write In,0
Royersford 1,Total,Jay J. BowmanQualified Write In,0
Royersford 2,Election Day,CHASE OLIVER(LIB),****
Royersford 2,Election Day,JILL STEIN (GRE),****
Royersford 2,Election Day,Carol AshwerQualified Write In,****
Royersford 2,Election Day,Shiva AyyaduraiQualified Write In,****
Royersford 2,Election Day,Doug BellQualified Write In,****
Royersford 2,Election Day,Jay J. BowmanQualified Write In,****
Royersford 2,Mail-in,CHASE OLIVER(LIB),****
Royersford 2,Mail-in,JILL STEIN (GRE),****
Royersford 2,Mail-in,Carol AshwerQualified Write In,****
Royersford 2,Mail-in,Shiva AyyaduraiQualified Write In,****
Royersford 2,Mail-in,Doug BellQualified Write In,****
Royersford 2,Mail-in,Jay J. BowmanQualified Write In,****
Royersford 2,Provisional,CHASE OLIVER(LIB),****
Royersford 2,Provisional,JILL STEIN (GRE),****
Royersford 2,Provisional,Carol AshwerQualified Write In,****
Royersford 2,Provisional,Shiva AyyaduraiQualified Write In,****
Royersford 2,Provisional,Doug BellQualified Write In,****
Royersford 2,Provisional,Jay J. BowmanQualified Write In,****
Royersford 2,Total,CHASE OLIVER(LIB),7
Royersford 2,Total,JILL STEIN (GRE),10
Royersford 2,Total,Carol AshwerQualified Write In,0
Royersford 2,Total,Shiva AyyaduraiQualified Write In,0
Royersford 2,Total,Doug BellQualified Write In,0
Royersford 2,Total,Jay J. BowmanQualified Write In,0
Schwenksville,Election Day,CHASE OLIVER(LIB),****
Schwenksville,Election Day,JILL STEIN (GRE),****
Schwenksville,Election Day,Carol AshwerQualified Write In,****
Schwenksville,Election Day,Shiva AyyaduraiQualified Write In,****
Schwenksville,Election Day,Doug BellQualified Write In,****
Schwenksville,Election Day,Jay J. BowmanQualified Write In,****
Schwenksville,Mail-in,CHASE OLIVER(LIB),****
Schwenksville,Mail-in,JILL STEIN (GRE),****
Schwenksville,Mail-in,Carol AshwerQualified Write In,****
Schwenksville,Mail-in,Shiva AyyaduraiQualified Write In,****
Schwenksville,Mail-in,Doug BellQualified Write In,****
Schwenksville,Mail-in,Jay J. BowmanQualified Write In,****
Schwenksville,Provisional,CHASE OLIVER(LIB),****
Schwenksville,Provisional,JILL STEIN (GRE),****
Schwenksville,Provisional,Carol AshwerQualified Write In,****
Schwenksville,Provisional,Shiva AyyaduraiQualified Write In,****
Schwenksville,Provisional,Doug BellQualified Write In,****
Schwenksville,Provisional,Jay J. BowmanQualified Write In,****
Schwenksville,Total,CHASE OLIVER(LIB),4
Schwenksville,Total,JILL STEIN (GRE),6
Schwenksville,Total,Carol AshwerQualified Write In,0
Schwenksville,Total,Shiva AyyaduraiQualified Write In,0
Schwenksville,Total,Doug BellQualified Write In,0
Schwenksville,Total,Jay J. BowmanQualified Write In,0
