precinct,method,candidate,votes
Conshohocken 2,Election Day,CHASE OLIVER(LIB),****
Conshohocken 2,Election Day,JILL STEIN (GRE),****
Conshohocken 2,Election Day,Carol AshwerQualified Write In,****
Conshohocken 2,Election Day,Shiva AyyaduraiQualified Write In,****
Conshohocken 2,Election Day,Doug BellQualified Write In,****
Conshohocken 2,Election Day,Jay J. BowmanQualified Write In,****
Conshohocken 2,Mail-in,CHASE OLIVER(LIB),****
Conshohocken 2,Mail-in,JILL STEIN (GRE),****
Conshohocken 2,Mail-in,Carol AshwerQualified Write In,****
Conshohocken 2,Mail-in,Shiva AyyaduraiQualified Write In,****
Conshohocken 2,Mail-in,Doug BellQualified Write In,****
Conshohocken 2,Mail-in,Jay J. BowmanQualified Write In,****
Conshohocken 2,Provisional,CHASE OLIVER(LIB),****
Conshohocken 2,Provisional,JILL STEIN (GRE),****
Conshohocken 2,Provisional,Carol AshwerQualified Write In,****
Conshohocken 2,Provisional,Shiva AyyaduraiQualified Write In,****
Conshohocken 2,Provisional,Doug BellQualified Write In,****
Conshohocken 2,Provisional,Jay J. BowmanQualified Write In,****
Conshohocken 2,Total,CHASE OLIVER(LIB),3
Conshohocken 2,Total,JILL STEIN (GRE),2
Conshohocken 2,Total,Carol AshwerQualified Write In,0
Conshohocken 2,Total,Shiva AyyaduraiQualified Write In,0
Conshohocken 2,Total,Doug BellQualified Write In,0
Conshohocken 2,Total,Jay J. BowmanQualified Write In,0
Conshohocken 3,Election Day,CHASE OLIVER(LIB),10
Conshohocken 3,Election Day,JILL STEIN (GRE),3
Conshohocken 3,Election Day,Carol AshwerQualified Write In,0
Conshohocken 3,Election Day,Shiva AyyaduraiQualified Write In,0
Conshohocken 3,Election Day,Doug BellQualified Write In,0
Conshohocken 3,Election Day,Jay J. BowmanQualified Write In,0
Conshohocken 3,Mail-in,CHASE OLIVER(LIB),0
Conshohocken 3,Mail-in,JILL STEIN (GRE),0
Conshohocken 3,Mail-in,Carol AshwerQualified Write In,0
Conshohocken 3,Mail-in,Shiva AyyaduraiQualified Write In,0
Conshohocken 3,Mail-in,Doug BellQualified Write In,0
Conshohocken 3,Mail-in,Jay J. BowmanQualified Write In,0
Conshohocken 3,Provisional,CHASE OLIVER(LIB),0
Conshohocken 3,Provisional,JILL STEIN (GRE),0
Conshohocken 3,Provisional,Carol AshwerQualified Write In,0
Conshohocken 3,Provisional,Shiva AyyaduraiQualified Write In,0
Conshohocken 3,Provisional,Doug BellQualified Write In,0
Conshohocken 3,Provisional,Jay J. BowmanQualified Write In,0
Conshohocken 3,Total,CHASE OLIVER(LIB),10
Conshohocken 3,Total,JILL STEIN (GRE),3
Conshohocken 3,Total,Carol AshwerQualified Write In,0
Conshohocken 3,Total,Shiva AyyaduraiQualified Write In,0
Conshohocken 3,Total,Doug BellQualified Write In,0
Conshohocken 3,Total,Jay J. BowmanQualified Write In,0
Conshohocken 4,Election Day,CHASE OLIVER(LIB),4
Conshohocken 4,Election Day,JILL STEIN (GRE),4
Conshohocken 4,Election Day,Carol AshwerQualified Write In,0
Conshohocken 4,Election Day,Shiva AyyaduraiQualified Write In,0
Conshohocken 4,Election Day,Doug BellQualified Write In,0
Conshohocken 4,Election Day,Jay J. BowmanQualified Write In,0
Conshohocken 4,Mail-in,CHASE OLIVER(LIB),1
Conshohocken 4,Mail-in,JILL STEIN (GRE),1
Conshohocken 4,Mail-in,Carol AshwerQualified Write In,0
Conshohocken 4,Mail-in,Shiva AyyaduraiQualified Write In,0
Conshohocken 4,Mail-in,Doug BellQualified Write In,0
Conshohocken 4,Mail-in,Jay J. BowmanQualified Write In,0
Conshohocken 4,Provisional,CHASE OLIVER(LIB),0
Conshohocken 4,Provisional,JILL STEIN (GRE),0
Conshohocken 4,Provisional,Carol AshwerQualified Write In,0
Conshohocken 4,Provisional,Shiva AyyaduraiQualified Write In,0
Conshohocken 4,Provisional,Doug BellQualified Write In,0
Conshohocken 4,Provisional,Jay J. BowmanQualified Write In,0
Conshohocken 4,Total,CHASE OLIVER(LIB),5
Conshohocken 4,Total,JILL STEIN (GRE),5
Conshohocken 4,Total,Carol AshwerQualified Write In,0
Conshohocken 4,Total,Shiva AyyaduraiQualified Write In,0
Conshohocken 4,Total,Doug BellQualified Write In,0
Conshohocken 4,Total,Jay J. BowmanQualified Write In,0
Conshohocken 5,Election Day,CHASE OLIVER(LIB),****
Conshohocken 5,Election Day,JILL STEIN (GRE),****
Conshohocken 5,Election Day,Carol AshwerQualified Write In,****
Conshohocken 5,Election Day,Shiva AyyaduraiQualified Write In,****
Conshohocken 5,Election Day,Doug BellQualified Write In,****
Conshohocken 5,Election Day,Jay J. BowmanQualified Write In,****
Conshohocken 5,Mail-in,CHASE OLIVER(LIB),****
Conshohocken 5,Mail-in,JILL STEIN (GRE),****
Conshohocken 5,Mail-in,Carol AshwerQualified Write In,****
Conshohocken 5,Mail-in,Shiva AyyaduraiQualified Write In,****
Conshohocken 5,Mail-in,Doug BellQualified Write In,****
Conshohocken 5,Mail-in,Jay J. BowmanQualified Write In,****
Conshohocken 5,Provisional,CHASE OLIVER(LIB),****
